"eventid";"success";"date";"gname";"individual";"phenomenon_area";"city";"latitude";"longitude";"dayunclear";"locationunclear";"doubtterr";"alternative_txt";"nkill";"nwound";"nkillter";"nwoundte";"attacktype1_txt";"attacktype2_txt";"targtype1_txt";"targtype2_txt";"targtype3_txt";"target1";"target2";"target3";"corp1";"corp2";"corp3";"weaptype1_txt";"weapsubtype1_txt";"weaptype2_txt";"weapsubtype2_txt";"weaptype3_txt";"weapsubtype3_txt";"weapdetail";"suicide"
199607250011;1;1996-07-25;"Unknown";0;"Uncategorized";"Offenbach";50,10492;8,758561;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish-Owned Store";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607260006;1;1996-07-26;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Turkish Social Club";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607260007;1;1996-07-26;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Government (Diplomatic)";NA;NA;"Turkish Consulate";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199607260008;1;1996-07-26;"Unknown";0;"Uncategorized";"Duisburg";51,435146;6,762691;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish-Owned Food Store";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607260009;1;1996-07-26;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (Diplomatic)";NA;NA;"Turkish Cultural Center";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607260010;1;1996-07-26;"Unknown";0;"Uncategorized";"Duisburg";51,435146;6,762691;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish-Owned Food Store";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607290009;1;1996-07-29;"Unknown";0;"Uncategorized";"Dusseldorf";51,213924;6,780691;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish Fast-Food Cafe";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607290010;1;1996-07-29;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish Grocery Store";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607290011;1;1996-07-29;"Unknown";0;"Uncategorized";"Allersberg";49,251389;11,234261;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (Diplomatic)";NA;NA;"Turkish Cultural Center";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607300009;1;1996-07-30;"Unknown";0;"Uncategorized";"Leverkusen";51,045925;7,01922;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Religious Figures/Institutions";NA;NA;"Mosque (Turkish)";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199607310008;1;1996-07-31;"Unknown";0;"Uncategorized";"Pforzheim";48,893383;8,70492;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Turkish Football Club (Sports Club)";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199610010004;1;1996-10-01;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;-9;NA;1;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Business";NA;NA;"Businessman";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199610060008;0;1996-10-06;"National Socialist Underground";0;"Right-Wing Extremism";"Jena";50,927054;11,589237;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Ernst-Abbe-Sportfield";NA;NA;"Sports Stadium";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"An explosive device combined with pieces of granite and piping were used in the attack.";0
199702050005;1;1997-02-05;"Unknown";0;"Uncategorized";"Goppingen";48,703158;9,653999;0;0;-9;NA;NA;2;NA;NA;"Facility/Infrastructure Attack";NA;"Unknown";NA;NA;"Turkish Club (cultural club)";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199703040007;1;1997-03-04;"Vietnamese";0;"Uncategorized";"Neuss";51,198429;6,69529;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Private Citizens & Property";NA;NA;"5-year-old girl";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199703240006;1;1997-03-24;"Unknown";0;"Uncategorized";"Hattingen";51,399064;7,187613;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"bank";NA;NA;"Dresdner bank";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
199705170007;1;1997-05-17;"Unknown";0;"Uncategorized";"Trier";49,753742;6,646251;0;0;-9;NA;NA;2;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Businessman";NA;NA;NA;NA;NA;"Explosives";"Letter Bomb";NA;NA;NA;NA;"Package bomb";0
199705250010;1;1997-05-25;"Unknown";0;"Uncategorized";"Lubeck";53,869563;10,687579;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Religious Figures/Institutions";NA;NA;"Catholic church";NA;NA;"St. Vicelin Church";NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
199706090008;1;1997-06-09;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Business";NA;NA;"Russian businessman";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199707210011;1;1997-07-21;"Arsonists";0;"Uncategorized";"Essen";51,457935;7,014828;0;0;0;NA;NA;21;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Asylum-seekers' home";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;NA;0
199708080012;1;1997-08-08;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Friedrichshafen";47,651961;9,478503;0;0;-9;NA;NA;2;NA;NA;"Unarmed Assault";NA;"Private Citizens & Property";"Private Citizens & Property";NA;"Campers";"Turkish campers";NA;"German campers";"Turkish campers";NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Baseball bats";0
199708090009;1;1997-08-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Dresden";51,050991;13,733633;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Residence of guest workers";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;NA;0
199710180034;1;1997-10-18;"Unknown";0;"Uncategorized";"Usedom";53,873012;13,92041;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Asylum-seekers' hostel";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;NA;0
199712110004;1;1997-12-11;"Unknown";0;"Uncategorized";"Schonerlinde";52,653706;13,448543;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Tourists";"Private Citizens & Property";NA;"Russian residents of hostel";"German residents of Hostel";NA;"foreigners' hostel";"foreigners' hostel";NA;"Incendiary";NA;NA;NA;NA;NA;NA;0
199712230006;1;1997-12-23;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Private Citizens & Property";NA;NA;"U/I male";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199803030005;1;1998-03-03;"Unknown";0;"Uncategorized";"Büschelskamp";53,189005;9,52415;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"Hamburg-Bremen Railway Line";NA;NA;"German Railway System";NA;NA;"Sabotage Equipment";NA;NA;NA;NA;NA;"Claw-shaped hooks were attached to the train line causing damage to the electrical lines.";0
199803030006;1;1998-03-03;"Unknown";0;"Uncategorized";"Hohnhorst";52,368966;9,371329;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"Hannover-Minden Railway Line";NA;NA;"German Railway System";NA;NA;"Sabotage Equipment";NA;NA;NA;NA;NA;"Claw-shaped hooks were attached to the train line causing damage to the electrical lines.";0
199811160004;0;1998-11-16;"Robin Food";0;"Uncategorized";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Food or Water Supply";NA;NA;"Consumers of Nestle food products.";NA;NA;"Nestle Food";NA;NA;"Chemical";NA;NA;NA;NA;NA;"Incecticide";0
199811300003;0;1998-11-30;"Robin Food";0;"Uncategorized";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Consumers of Nestle food products.";NA;NA;"Nestle Food";NA;NA;"Chemical";NA;NA;NA;NA;NA;"insecticide";0
199812160002;0;1998-12-16;"Robin Food";0;"Uncategorized";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Consumers of Nestle food products.";NA;NA;"Nestle Food";NA;NA;"Chemical";NA;NA;NA;NA;NA;"insecticide";0
199812180005;1;1998-12-18;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Grave of Heinzi Galinski";NA;NA;"Cemetery";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;NA;0
199902170003;1;1999-02-17;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Hostage Taking (Barricade Incident)";NA;"Government (General)";NA;NA;"Social Democratic Party of Germany headquarters in Hamburg";NA;NA;"Social Democratic Party of Germany";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199902170005;1;1999-02-17;"Unknown";0;"Uncategorized";"Wilmersdorf";52,50153;13,401851;0;0;0;NA;3;43;3;16;"Facility/Infrastructure Attack";NA;"Government (Diplomatic)";NA;NA;"Israeli Consulate in Wilmersdorf, Germany";NA;NA;"Israeli Ministry of Foreign Affairs";NA;NA;"Firearms";"Unknown Gun Type";NA;NA;NA;NA;NA;0
199902170006;1;1999-02-17;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Bombing/Explosion";NA;"Educational Institution";NA;NA;"Turkish Cultural Center in Hamburg";NA;NA;"Turkish Cultural Center";NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;"Fire-Bomb";0
199902260002;0;1999-02-26;"Robin Food";0;"Uncategorized";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Food or Water Supply";NA;NA;"Consumers of Nestle food products.";NA;NA;"Nestle Food";NA;NA;"Chemical";NA;NA;NA;NA;NA;"Incecticide";0
199903090011;1;1999-03-09;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Saarbrucken";49,240157;6,996933;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Adult Education Centre";NA;NA;"Museum";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;NA;0
199904030004;1;1999-04-03;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"The offices of the Hamburg Greens in Hamburg";NA;NA;"Hamburg Greens";NA;NA;"Firearms";"Unknown Gun Type";NA;NA;NA;NA;NA;0
199905130002;1;1999-05-13;"Unknown";0;"Uncategorized";"Bielefeld";52,023062;8,533072;0;0;1;"Other Crime Type";NA;1;NA;NA;"Unarmed Assault";NA;"Government (Diplomatic)";NA;NA;"German Foreign Minister Joschka Fischer";NA;NA;"German Foreign Ministry";NA;NA;"Chemical";NA;NA;NA;NA;NA;"The attacker threw a paintball containing butyric acid.";0
199906300002;1;1999-06-30;"Unknown";0;"Uncategorized";"Stuttgart";48,777106;9,180769;0;0;1;"Other Crime Type";NA;1;NA;NA;"Armed Assault";NA;"Religious Figures/Institutions";NA;NA;"Islamic Solidarity Association office in Stuttgart";NA;NA;"Islamic Solidarity Association";NA;NA;"Incendiary";"Molotov Cocktail/Petrol Bomb";NA;NA;NA;NA;"Five firebombs were used in the attack.";0
199906300003;1;1999-06-30;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Bombing/Explosion";"Facility/Infrastructure Attack";"Business";NA;NA;"Turkish café in Berlin";NA;NA;NA;NA;NA;"Explosives";"Other Explosive Type";NA;NA;NA;NA;"Molotov Cocktails were used in the attack.";0
199906300004;1;1999-06-30;"Unknown";0;"Uncategorized";"Bremen";53,074981;8,807081;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Turkish travel agencies in Bremen";NA;NA;NA;NA;NA;"Explosives";"Other Explosive Type";NA;NA;NA;NA;"Firebombs were used in the attack.";0
199906300006;0;1999-06-30;"Unknown";0;"Uncategorized";"Sindelfingen";48,708461;9,003555;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Unknown";NA;"Business";NA;NA;"Patrons of a Turkish club in Sindelfingen";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
199907010005;1;1999-07-01;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Greek Restaurant in Berlin, Germany";NA;NA;"Domestic Business";NA;NA;"Incendiary";"Arson/Fire";NA;NA;NA;NA;NA;0
199907230005;1;1999-07-23;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;2;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Turkish Travel Agency";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;NA;0
200001020001;0;2000-01-02;"Autonomous Decorators";0;"Left-Wing Extremism";"Erfurt";50,973734;11,022435;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"The Thuringian Interior Ministry office in Erfurt";NA;NA;"Thuringian Interior Ministry";NA;NA;"Incendiary";"Molotov Cocktail/Petrol Bomb";NA;NA;NA;NA;"A Molotov cocktail was thrown at the building.";0
200004290001;1;2000-04-29;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;1;"Other Crime Type";NA;9;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Civilians at a discotheque in Hamburg";NA;NA;"Civilians";NA;NA;"Explosives";"Grenade";NA;NA;NA;NA;"A Yugoslav-made hand grenade";0
200007160010;1;2000-07-16;"Unknown";0;"Uncategorized";"Ludwigshafen";49,480732;8,441283;0;0;1;"Other Crime Type";NA;3;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Albanian Kosovar refugee shelter";NA;NA;"Refugee Shelter";NA;NA;"Incendiary";"Arson/Fire";NA;NA;NA;NA;NA;0
200007270001;1;2000-07-27;"Neo-Nazi extremists";1;"Right-Wing Extremism";"Dusseldorf";51,213924;6,780691;0;0;0;NA;NA;10;NA;NA;"Bombing/Explosion";NA;"Transportation";"Private Citizens & Property";NA;"S-Bahn Rail Station";"Foreign language students";NA;"Rail Europe";NA;NA;"Explosives";"Dynamite/TNT";NA;NA;NA;NA;"A pipe bomb filled with TNT. Described as a ""splinter bomb.""";0
200007310001;1;2000-07-31;"Unknown";0;"Uncategorized";"Stralsund";54,313988;13,085796;0;0;1;"Other Crime Type";NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Chamber of Commerce Building";NA;NA;"Straslund Chamber of Commerce";NA;NA;"Explosives";"Pipe Bomb";NA;NA;NA;NA;"The bomb had a casing made from a 35-centimetres-long copper pipe.";0
200008190002;1;2000-08-20;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Eisenhuttenstadt";52,144796;14,669583;0;0;0;NA;NA;7;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Colombian asylum seekers";NA;NA;"Civilians";NA;NA;"Explosives";"Other Explosive Type";NA;NA;NA;NA;"A smoke bomb";0
200009090006;1;2000-09-09;"National Socialist Underground";0;"Right-Wing Extremism";"Nuremberg";49,45203;11,07675;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Enver Simsek";NA;NA;"Turkish Store Owner";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200010030003;1;2000-10-02;"Right-wing extremists";0;"Right-Wing Extremism";"Dusseldorf";51,213924;6,780691;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Religious Figures/Institutions";NA;NA;"A synagogue in Dusseldorf";NA;NA;"A synagogue";NA;NA;"Incendiary";"Arson/Fire";NA;NA;NA;NA;"Several fire bombs";0
200101190011;1;2001-01-19;"National Socialist Underground";0;"Right-Wing Extremism";"Cologne";50,937531;6,960279;0;0;0;NA;NA;1;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Workers at Grocery Store";NA;NA;"Grocery Store";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"An explosive device hidden inside a cookie tin.";0
200105240001;1;2001-05-24;"Unknown";0;"Uncategorized";"Hanover";52,372068;9,735686;0;0;1;"Other Crime Type";NA;1;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Two Iranian men in Hanover, Germany";NA;NA;"Civilians";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;NA;0
200105240002;1;2001-05-24;"Unknown";0;"Uncategorized";"Leipzig";51,339673;12,371364;0;0;1;"Other Crime Type";NA;2;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Italian woman in Leipzig, Germany";NA;NA;"Civilian";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;NA;0
200106130004;1;2001-06-13;"National Socialist Underground";0;"Right-Wing Extremism";"Nuremberg";49,45203;11,07675;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Abdurrahim Ozudogru";NA;NA;"Turkish Tailor";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200106270005;1;2001-06-27;"National Socialist Underground";0;"Right-Wing Extremism";"Hamburg";53,553812;9,991585;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Suleyman Taskopru";NA;NA;"Turkish Shop Owner";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200108170013;1;2001-08-17;"Unknown";0;"Uncategorized";"Cham";49,21934;12,667692;0;0;0;NA;NA;2;NA;NA;"Armed Assault";NA;"Private Citizens & Property";"Private Citizens & Property";NA;"Two Asylum Seekers in Cham, Germany";"Two Asylum Seekers in Cham, Germany";NA;"Civilians";"Civilians";NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;NA;0
200108200002;1;2001-08-20;"Unknown";0;"Uncategorized";"Bremen";53,074981;8,807081;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Home of Henning Scherf";NA;NA;"Mayor of Bremen";NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;"A bottle filled with inflammable liquid was used in the attack.";0
200108290027;1;2001-08-29;"National Socialist Underground";0;"Right-Wing Extremism";"Munich";48,135125;11,581981;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Habil Kilic";NA;NA;"Turkish Store Owner";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200203150004;1;2002-03-15;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Cemetery Gates";NA;NA;"Cemetery";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;NA;0
200204280002;1;2002-04-28;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Religious Figures/Institutions";NA;NA;"Jewish synagogue in Kreuzberg area of Berlin";NA;NA;NA;NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;NA;0
200208200002;1;2002-08-20;"Democratic Iraqi Opposition of Germany";0;"Foreign Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;2;NA;NA;"Hostage Taking (Barricade Incident)";NA;"Government (Diplomatic)";NA;NA;"Shamil A. Mohammed, Iraqi Ambassador to Germany";NA;NA;"Iraqi Ministry of Foreign Affairs";NA;NA;"Chemical";NA;NA;NA;NA;NA;"The weapon used was mace or pepper spray.  One report indicated that tear gas was used in the attack.";0
200304270002;1;2003-04-28;"Unknown";1;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Private Citizens & Property";NA;NA;"Nine civilians on a Berlin city bus";NA;NA;"Civilians";NA;NA;"Melee";"Knife or Other Sharp Object";NA;NA;NA;NA;NA;0
200312290002;0;2003-12-29;"Informal Anarchist Federation";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"President of European Central Bank Jean-Claude Trichet";NA;NA;"European Central Bank (ECB)";NA;NA;"Explosives";"Letter Bomb";NA;NA;NA;NA;NA;0
200402210002;1;2004-02-21;"Unknown";0;"Uncategorized";"Pasewalk";53,50516;13,990185;0;0;1;"Other Crime Type";NA;3;NA;NA;"Unarmed Assault";NA;"Business";NA;NA;"Owners of a Greek restaurant";NA;NA;"Civilians";NA;NA;"Melee";"Blunt Object";"Chemical";NA;NA;NA;"The assailants used some sort of irritant gas.";0
200402250001;1;2004-02-25;"National Socialist Underground";0;"Right-Wing Extremism";"Rostock";54,092441;12,099147;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Yunis Turgut";NA;NA;"Turkish Store Employee";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200406090009;1;2004-06-09;"National Socialist Underground";0;"Right-Wing Extremism";"Mulheim";50,96177;7,004022;0;0;0;NA;NA;22;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"civilians";NA;NA;"Turkish Citizens";NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"An explosive device filled with nails.";0
200505240002;1;2005-05-24;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"The Syrian Embassy in Berlin";NA;NA;"Syrian Government";NA;NA;"Incendiary";"Arson/Fire";NA;NA;NA;NA;"The perpetrators used Molotov Cocktails in the attack.";0
200506090005;1;2005-06-09;"National Socialist Underground";0;"Right-Wing Extremism";"Nuremberg";49,45203;11,07675;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Ismail Yasar";NA;NA;"Turkish Store Employee";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200506150005;1;2005-06-15;"National Socialist Underground";0;"Right-Wing Extremism";"Munich";48,135125;11,581981;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Theodorus Boulgarides";NA;NA;"Greek Citizen";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200604040027;1;2006-04-04;"National Socialist Underground";0;"Right-Wing Extremism";"Dortmund";51,513587;7,465298;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Mehmet Kubasik";NA;NA;"Turkish Store Employee";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200604060024;1;2006-04-06;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Cultural center in Germany";NA;NA;"Public Institution in Cologne";NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;NA;0
200604060026;1;2006-04-06;"National Socialist Underground";0;"Right-Wing Extremism";"Kassel";51,312711;9,479746;0;0;0;NA;1;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Halit Yozgat";NA;NA;"Turkish Internet Café Employee";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200607310006;0;2006-07-31;"Hizb al-Tahrir al-Islami (HT)";0;"Islamism";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Unknown";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"The bombs were constructed of propane tanks, gasoline bottles, ignition switches, and timers.  They were hidden in two suitcases and placed on trains. They were similar to the technique used in the Madrid Bombings.";0
200703210002;1;2007-03-21;"Unknown";0;"Uncategorized";"Goppingen";48,703158;9,653999;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Turkish Idealist Association";NA;NA;"Turkish Cultural Center";NA;NA;"Incendiary";"Gasoline or Alcohol";NA;NA;NA;NA;NA;0
200703210012;1;2007-03-21;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Religious Figures/Institutions";NA;NA;"Ahmadiyya Muslim Community osque project";NA;NA;"Mosque in Berlin";NA;NA;"Incendiary";"Arson/Fire";NA;NA;NA;NA;NA;0
200704250009;1;2007-04-25;"National Socialist Underground";0;"Right-Wing Extremism";"Heilbronn";49,142693;9,210879;0;0;0;NA;1;1;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Michele Kiesewetter and colleague";NA;NA;"Police Officers";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"A pistol was used in the attack";0
200802060003;1;2008-02-06;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;1;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Car dealership employee";NA;NA;"Munich car dealership";NA;NA;"Explosives";"Letter Bomb";NA;NA;NA;NA;NA;0
